designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,horario,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
FARO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,971,080508,"Rua da Polícia de Segurança Pública, nº 32",8000-408,FARO,Dias úteis: 9h00-12h30 / 14h00-16h00,289899899 - 289822022,div.faro@psp.pt,http://www.psp.pt,37.01501,-7.927247,237,Ministério da Administração Interna,2528,PSP
FARO - Divisão Policial,Divisão de Policia,972,080508,"Rua da Polícia de Segurança Pública, nº 32",8000-408,FARO,Sem Horário de Atendimento,289899899 - 289822022 - 961010164 - 962004367,div.faro@psp.pt,http://www.psp.pt,37.01501,-7.927247,237,Ministério da Administração Interna,2528,PSP
FARO - Esquadra,Esquadra de Polícia,973,080508,"Rua da Polícia de Segurança Pública, nº 32",8000-408,FARO,Atendimento Policial Permanente,289899899 - 289822022,div.faro@psp.pt,http://www.psp.pt,37.01501,-7.927247,237,Ministério da Administração Interna,2528,PSP
TAVIRA - Esquadra,Esquadra de Polícia,974,081412,"Rua da Atalaia, n.º2",8800-397,TAVIRA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,281322022,faresqtav@psp.pt,http://www.psp.pt,37.122018,-7.64613,237,Ministério da Administração Interna,2528,PSP
OLHÃO - Esquadra,Esquadra de Polícia,975,081004,"Avenida 5 de Outubro, n.º 178",8700-304,OLHÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,289710770,olhao.faro@psp.pt,http://www.psp.pt,37.02385,-7.843782,237,Ministério da Administração Interna,2528,PSP
VILA REAL DE SANTO ANTONIO - Esquadra,Esquadra de Polícia,976,081602,"Rua António Capa, n.ºs 34 / 36",8900-247,VILA REAL SANTO ANTÓNIO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,281510780 - 281543066,vrsa.faro@psp.pt,http://www.psp.pt,37.196023,-7.416426,237,Ministério da Administração Interna,2528,PSP
PORTIMÃO - Divisão Policial,Divisão de Policia,977,081103,"Av. Miguel Bombarda, nº 16",8501-851,PORTIMÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282417717 - 282450580 - 968078114 - 968078118,divportimao.faro@psp.pt,http://www.psp.pt,37.134045,-8.538576,237,Ministério da Administração Interna,2528,PSP
PORTIMÃO - Esquadra de Trânsito,Esquadra de Trânsito,978,081103,"Av. Miguel Bombarda, nº 16",8501-851,PORTIMÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282417717 - 282450580 - 968078114 - 968078118,divportimao.faro@psp.pt,http://www.psp.pt,37.134045,-8.538576,237,Ministério da Administração Interna,2528,PSP
PORTIMÃO - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,979,081103,"Av. Miguel Bombarda, nº 16",8501-851,PORTIMÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282417717 - 282450580 - 968078114 - 968078118,divportimao.faro@psp.pt,http://www.psp.pt,37.134045,-8.538576,237,Ministério da Administração Interna,2528,PSP
PORTIMÃO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,980,081103,"Av. Miguel Bombarda, nº 16",8501-851,PORTIMÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282417717 - 282450580 - 968078114 - 968078118,divportimao.faro@psp.pt,http://www.psp.pt,37.134045,-8.538576,237,Ministério da Administração Interna,2528,PSP
PORTIMÃO - Esquadra,Esquadra de Polícia,981,081103,"Av. Miguel Bombarda, n.º 16",8501-851,PORTIMÃO,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282417717 - 282417510,divportimao.faro@psp.pt,http://www.psp.pt,37.134045,-8.538576,237,Ministério da Administração Interna,2528,PSP
LAGOS - Esquadra,Esquadra de Polícia,982,080708,"Sítio da Horta do Trigo, s/n",8600-324,LAGOS,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,282780240,lagos.faro@psp.pt,http://www.psp.pt,37.114580,-8.681073,237,Ministério da Administração Interna,2528,PSP
FARO - Divisão de Segurança Aeroportuaria,Segurança Aeroportuaria,983,080506,Aeroporto Internacional de Faro,8006-901,FARO,08h45/12h45 - 13h30/17h29,289800688 - 289897170,dsa.faro@psp.pt,http://www.psp.pt,37.016809,-7.970924,237,Ministério da Administração Interna,2528,PSP
FARO - Esquadra de Segurança Aeroportuaria,Segurança Aeroportuaria,984,080506,Aeroporto Internacional de Faro,8006-901,FARO,Atendimento Policial Permanente,289800688,dsa.faro@psp.pt,http://www.psp.pt,37.016809,-7.970924,237,Ministério da Administração Interna,2528,PSP
FARO - Segurança Aeroportuaria - Esquadra de Intervenção e Fiscalização Policial,Segurança Aeroportuaria,985,080506,Aeroporto Internacional de Faro,8006-901,FARO,08h45/12h45 - 13h30/17h29,289800688,dsa.faro@psp.pt,http://www.psp.pt,37.016809,-7.970924,237,Ministério da Administração Interna,2528,PSP
FARO - Força Destacada da Unidade Especial de Polícia,Unidade Especial,986,080506,Aeroporto Internacional de Faro,8006-901,FARO,Sem Horário de Atendimento,289897175,fardestci@psp.pt,http://www.psp.pt,37.016809,-7.970924,237,Ministério da Administração Interna,2528,PSP
GUARDA - Comando Distrital,Comando,987,090758,"Largo Frei Pedro da Guarda, nº 17",6301-852,GUARDA,Dias úteis: 9h00-12h30 / 14h00-16h00,271222022 - 271208340,cpguarda@psp.pt,http://www.psp.pt,40.537115,-7.267858,237,Ministério da Administração Interna,2528,PSP
GUARDA - Esquadra de Trânsito,Esquadra de Trânsito,988,090758,"Av. da Igreja, s/n",6300-839,GUARDA,Dias úteis: 9h00-12h30 / 14h00-16h00,271237022,grdesqtr@psp.pt,http://www.psp.pt,40.553746,-7.241581,237,Ministério da Administração Interna,2528,PSP
GUARDA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,989,090758,"Gaveto da Rua Pedro Alvares Cabral com a Av. Almirante Gago Coutinho, s/n",6300-507,GUARDA,Sem Horário de Atendimento,271208340,0,http://www.psp.pt,40.540393,-7.265632,237,Ministério da Administração Interna,2528,PSP
GUARDA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,990,090758,"Largo Frei Pedro da Guarda, nº 17",6301-852,GUARDA,Sem Horário de Atendimento,271222022 - 271208340,0,http://www.psp.pt,40.537115,-7.267858,237,Ministério da Administração Interna,2528,PSP
GUARDA - Esquadra,Esquadra de Polícia,991,090758,"Largo Frei Pedro da Guarda, nº 17",6301-852,GUARDA,Atendimento Policial Permanente,271222022,grdesqsede@psp.pt,http://www.psp.pt,40.537115,-7.267858,237,Ministério da Administração Interna,2528,PSP
GOUVEIA - Esquadra,Esquadra de Polícia,992,090625,"Av. Gen. Humberto Delgado, nº 36",6290-530,GOUVEIA,Atendimento Policial Permanente,238490290,grdesqgva@psp.pt,http://www.psp.pt,40.493902,-7.589833,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Comando Distrital,Comando,993,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,Sem Horário de Atendimento,244859859 - 961042174 - 961042182,cpleiria@psp.pt,http://www.psp.pt,39.747041,-8.807489,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Divisão Policial,Divisão de Policia,994,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,"8h30-12h30 / 14h00-17h00
dias úteis",244859859 - 961042174 - 961042182,1div.leiria@psp.pt,http://www.psp.pt,39.747041,-8.807489,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Esquadra de Trânsito,Esquadra de Trânsito,995,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,244859859 - 961042174 - 961042182,esqtr.leiria@psp.pt,http://www.psp.pt,39.747041,-8.807489,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,996,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,244859859 - 961042174 - 961042184,eic.leiria@psp.pt,http://www.psp.pt,39.747041,-8.807489,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,997,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,Turnos Variados,244859859  - 961042174 - 961042184,eifp.leiria@psp.pt,http://www.psp.pt,39.763191,-8.806717,237,Ministério da Administração Interna,2528,PSP
LEIRIA - Esquadra,Esquadra de Polícia,998,100933,"Largo de São Pedro, n.º 20",2400-235,LEIRIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,244859859 - 961042174 - 961042182,esquadrasede.leiria@psp.pt,http://www.psp.pt,39.747041,-8.807489,237,Ministério da Administração Interna,2528,PSP
MARRAZES - Esquadra,Esquadra de Polícia,999,100934,Rua Joaquim Soares Ceia Simões,2415-508,LEIRIA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,244843600,marrazes.leiria@psp.pt,http://www.psp.pt,39.763191,-8.806717,237,Ministério da Administração Interna,2528,PSP
MARINHA GRANDE - Esquadra,Esquadra de Polícia,1000,101001,Av. Arala Pinto - Casal do Malta,2430-069,MARINHA GRANDE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,244573500,marinhagrande.leiria@psp.pt,http://www.psp.pt,39.741605,-8.930329,237,Ministério da Administração Interna,2528,PSP
POMBAL - Esquadra,Esquadra de Polícia,1001,101509,"Rua Alexandre Herculano, n.º 17",3100-494,POMBAL,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,236210190,pombal.leiria@psp.pt,http://www.psp.pt,39.916467,-8.628394,237,Ministério da Administração Interna,2528,PSP
CALDAS DA RAINHA - Divisão Policial,Divisão de Policia,1002,100617,"Rua 31 de Janeiro, n.º 32",2500-118,CALDAS DA RAINHA,Dias úteis: 9h00-12h30 / 14h00-16h00,262870360,soicra.leiria@psp.pt,http://www.psp.pt,39.409440,-9.137414,237,Ministério da Administração Interna,2528,PSP
CALDAS DA RAINHA - Esquadra de Trânsito,Esquadra de Trânsito,1003,100617,"Rua 31 de Janeiro, n.º 32",2500-118,CALDAS DA RAINHA,Dias úteis: 9h00-12h30 / 14h00-16h00,262870360,esqtrcra.leiria@psp.pt,http://www.psp.pt,39.409440,-9.137414,237,Ministério da Administração Interna,2528,PSP
CALDAS DA RAINHA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1004,100617,"Rua 31 de Janeiro, n.º 32",2500-118,CALDAS DA RAINHA,Dias úteis: 9h00-12h30 / 14h00-16h00,262870360,eiccra.leiria@psp.pt,http://www.psp.pt,39.409440,-9.137414,237,Ministério da Administração Interna,2528,PSP
CALDAS DA RAINHA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1005,100617,"Rua 31 de Janeiro, n.º 32",2500-118,CALDAS DA RAINHA,Dias úteis: 9h00-12h30 / 14h00-16h00,262870360,eifpcra.leiria@psp.pt,http://www.psp.pt,39.409440,-9.137414,237,Ministério da Administração Interna,2528,PSP
CALDAS DA RAINHA - Esquadra,Esquadra de Polícia,1006,100617,"Rua 31 de Janeiro, n.º 32",2500-118,CALDAS DA RAINHA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,262870360,caldasdarainha.leiria@psp.pt,http://www.psp.pt,39.409440,-9.137414,237,Ministério da Administração Interna,2528,PSP
PENICHE - Esquadra,Esquadra de Polícia,1007,101407,"Rua Herois do Ultramar, s/n",2520-423,PENICHE,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,262790310,peniche.leiria@psp.pt,http://www.psp.pt,39.359707,-9.383867,237,Ministério da Administração Interna,2528,PSP
ALCOBAÇA - Esquadra,Esquadra de Polícia,1008,100121,"Rua de Olivença, s/n",2460-035,ALCOBAÇA,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,262505650,alcobaca.leiria@psp.pt,http://www.psp.pt,39.552277,-8.974388,237,Ministério da Administração Interna,2528,PSP
NAZARE - Esquadra,Esquadra de Polícia,1009,101102,"Rua Sub-Vila, s/n",2450-264,NAZARÉ,Dias úteis: 9h00-12h30 / 14h00-16h00 - Atendimento Policial Permanente,262550070,nazare.leiria@psp.pt,http://www.psp.pt,39.599112,-9.070323,237,Ministério da Administração Interna,2528,PSP
VIEIRA DE LEIRIA - Colonia de Ferias SSPSP,Varios,1010,100939,Colónia de Férias dos Serviços Sociais da PSP,2425,PRAIA DA VIEIRA,Sem Horário de Atendimento,244699200,0,http://www.psp.pt,39.878757,-8.966767,237,Ministério da Administração Interna,2528,PSP
BALEAL - PENICHE - Colonia de Ferias SSPSP,Varios,1011,101210,Colónia de Férias dos Serviços Sociais da PSP,2520,FERREL,Sem Horário de Atendimento,262760200,0,http://www.psp.pt,39.366027,-9.331574,237,Ministério da Administração Interna,2528,PSP
LISBOA - Comando Metropolitano,Comando,1012,110726,"Av.ª de Moscavide, nº 88 - Edifício da PSP",1886-502,MOSCAVIDE,Atendimento Policial Permanente,21POLICIA - 217654242 - 219449300 - 965990000,cmlisboa@psp.pt,http://www.psp.pt,38.78046389,-9.1031444,237,Ministério da Administração Interna,2528,PSP
LISBOA - Secção de Achados,Varios,1013,110633,"Praça cidade de Salazar, lote 180 - Olivais",1800-125,LISBOA,Sem Horário de Atendimento,218535403,0,http://www.psp.pt,38.764369,-9.117989,237,Ministério da Administração Interna,2528,PSP
LISBOA - Secção de Achados do AEROPORTO,Varios,1014,110633,"Edificio do Aeroporto, Aerogare das Partidas",1700-008,LISBOA,Atendimento Policial Permanente,218444530,0,http://www.psp.pt,38.769052,-9.129324,237,Ministério da Administração Interna,2528,PSP
LISBOA - Esquadra de Turismo,Esquadra de Turismo,1015,110665,Praça dos Restauradores - Palácio Foz,1250-187,LISBOA,Atendimento Policial Permanente,213421623,lsbetur@psp.pt,http://www.psp.pt,38.715852,-9.142532,237,Ministério da Administração Interna,2528,PSP
HOSPITAL DE SÃO JOSÉ - Posto de Polícia,Posto de Polícia,1016,110665,Rua José António Serrano,1150-199,LISBOA,Atendimento Policial Permanente,218841000,0,http://www.psp.pt,38.718087,-9.137267,237,Ministério da Administração Interna,2528,PSP
HOSPITAL DE SANTA MARIA - Posto de Polícia,Posto de Polícia,1017,110654,"Av. Prof Egas Moniz, s/n",1649-035,LISBOA,Atendimento Policial Permanente,217805000,0,http://www.psp.pt,38.748472,-9.161180,237,Ministério da Administração Interna,2528,PSP
HOSPITAL DE SÃO FRANCISCO XAVIER - Posto de Polícia,Posto de Polícia,1018,110658,Estrada Forte do Alto do Duque - São Francisco Xavier,1449-005,LISBOA,Atendimento Policial Permanente,213619609,0,http://www.psp.pt,38.707283,-9.217650,237,Ministério da Administração Interna,2528,PSP
PARQUE DE VIATURAS REBOCADAS - TELHEIRAS,Varios,1019,110618,"Azenhaga Torre do Fato, s/n",1600-298,LISBOA,Sem Horário de Atendimento,217157497,0,http://www.psp.pt,38.765784,-9.177304,237,Ministério da Administração Interna,2528,PSP
PARQUE DE VIATURAS REBOCADAS - RESTELO,Varios,1020,110658,"Rua Gregório Lopes, s/n",1400-195,LISBOA,Sem Horário de Atendimento,213016864,restelodt.lisboa@psp.pt,http://www.psp.pt,38.710306,-9.212058,237,Ministério da Administração Interna,2528,PSP
PARQUE DE VIATURAS REBOCADAS - CAMPO PEQUENO,Varios,1021,110666,"Av. Sacadura Cabral, nº 40",1276-276,LISBOA,Sem Horário de Atendimento,217510723 - 969860576,cgrandedt.lisboa@psp.pt,http://www.psp.pt,38.7591815,-9.1592610,237,Ministério da Administração Interna,2528,PSP
LISBOA - Núcleo de Segurança Privada,Varios,1022,110726,"Av.ª de Moscavide, nº 88 - Edifício da PSP",1886-502,MOSCAVIDE,Sem Horário de Atendimento,219449330,0,http://www.psp.pt,38.78046389,-9.1031444,237,Ministério da Administração Interna,2528,PSP
POLICIA MUNICIPAL DE LISBOA,Varios,1023,110610,"Rua Cardeal Saraiva, s/n",1070-045,LISBOA,Sem Horário de Atendimento,217825200,pm@cm-lisboa.pt,http://www.psp.pt,38.736011,-9.162307,237,Ministério da Administração Interna,2528,PSP
POLICIA MUNICIPAL DE LISBOA - PARQUE DE VIATURAS REBOCADAS,Varios,1024,111012,"Av. Colégio Militar, s/n",1500,LISBOA,Sem Horário de Atendimento,218170300,pm@cm-lisboa.pt,http://www.psp.pt,38.756506,-9.185345,237,Ministério da Administração Interna,2528,PSP
GOMES FREIRE - 1ª Divisão Policial LX,Divisão de Policia,1025,110656,"Rua Gomes Freire, n.º 92",1169-140,LISBOA,Sem Horário de Atendimento,213513600,1div.lisboa@psp.pt,http://www.psp.pt,38.725472,-9.140464,237,Ministério da Administração Interna,2528,PSP
GOMES FREIRE - 1ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1026,110656,"Rua Gomes Freire, n.º 92",1169-140,LISBOA,Sem Horário de Atendimento,213513621,1eic.lisboa@psp.pt,http://www.psp.pt,38.725472,-9.140464,237,Ministério da Administração Interna,2528,PSP
GOMES FREIRE - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1027,110656,"Rua Gomes Freire, n.º 92",1169-140,LISBOA,Sem Horário de Atendimento,213513632,0,http://www.psp.pt,38.725472,-9.140464,237,Ministério da Administração Interna,2528,PSP
ESQUADRA DA BAIXA POMBALINA - 2ª Esquadra LX,Esquadra de Polícia,1028,110665,"Rua da Prata, n.º 68",1100-039,LISBOA,Atendimento Policial Permanente,213427379,0,http://www.psp.pt,38.7085285,-9.1378395,237,Ministério da Administração Interna,2528,PSP
BAIRRO ALTO - 3ª Esquadra LX,Esquadra de Polícia,1029,110661,"Rua da Atalaia, nº 138 - 144 com a Travessa Água da Flor",1200-033,LISBOA,Atendimento Policial Permanente,213403410,0,http://www.psp.pt,38.7114063,-9.1471141,237,Ministério da Administração Interna,2528,PSP
SANTA MARTA - 4ª Esquadra LX,Esquadra de Polícia,1030,110666,"Rua de Santa Marta, nº 61 B",1169-061,LISBOA,Atendimento Policial Permanente,213584640,0,http://www.psp.pt,38.7254756,-9.1469036,237,Ministério da Administração Interna,2528,PSP
CAIS DO SODRÉ - BOAVISTA - 5ª Esquadra LX,Esquadra de Polícia,1031,110661,"Rua da Boavista, n.º 1",1200-066,LISBOA,Sem Horário de Atendimento,213426389,0,http://www.psp.pt,38.708439,-9.147364,237,Ministério da Administração Interna,2528,PSP
MOURARIA - 6ª Esquadra LX,Esquadra de Polícia,1032,110665,"Rua da Mouraria, n.º 64, Edifício Amparo",1100-364,LISBOA,Atendimento Policial Permanente,218864521,0,http://www.psp.pt,38.715937,-9.135393,237,Ministério da Administração Interna,2528,PSP
ROSSIO - 8ª Esquadra LX,Esquadra de Polícia,1033,110665,"Largo do Regedor, n.º 2",1150-277,LISBOA,Sem Horário de Atendimento,213427380,0,http://www.psp.pt,38.714959,-9.140152,237,Ministério da Administração Interna,2528,PSP
RATO - 22ª Esquadra LX,Esquadra de Polícia,1034,110666,"Largo do Rato, n.º 1",1250-185,LISBOA,Atendimento Policial Permanente,213858870,0,http://www.psp.pt,38.720336,-9.155889,237,Ministério da Administração Interna,2528,PSP
OLIVAIS SUL - 2ª Divisão Policial LX,Divisão de Policia,1035,110633,"Rua Cidade de Nampula, s/n",1800-105,LISBOA,Atendimento Policial Permanente,218547200,2div.lisboa@psp.pt,http://www.psp.pt,38.764096,-9.120310,237,Ministério da Administração Interna,2528,PSP
OLIVAIS - 2ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1036,110633,"Avenida Cidade Lourenço Marques, Praceta A - Edifício  P.S.P.",1800-093,LISBOA,Sem Horário de Atendimento,218547215,2eic.lisboa@psp.pt,http://www.psp.pt,38.764302,-9.12001,237,Ministério da Administração Interna,2528,PSP
OLIVAIS - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1037,110633,"Av. Cidade de Lourenço Marques, Prac.A s/n",1800-093,LISBOA,Sem Horário de Atendimento,218547214,0,http://www.psp.pt,38.764302,-9.12001,237,Ministério da Administração Interna,2528,PSP
CHELAS - ZONA I - 14ª Esquadra LX,Esquadra de Polícia,1038,110621,"Via Principal de Peões, Lote 105 - A",1950-244,LISBOA,Atendimento Policial Permanente,218374060,0,http://www.psp.pt,38.753296,-9.114362,237,Ministério da Administração Interna,2528,PSP
CHELAS - ZONA J - 16ª Esquadra LX,Esquadra de Polícia,1039,110621,"Avenida João Paulo II, Lote 526",1950-159,LISBOA,Atendimento Policial Permanente,218380821,0,http://www.psp.pt,38.747323,-9.112321,237,Ministério da Administração Interna,2528,PSP
OLIVAIS - 34ª Esquadra LX,Esquadra de Polícia,1040,110633,Avenida Cidade Lourenço Marques - Praceta A,1800-093,LISBOA,Atendimento Policial Permanente,218547210,0,http://www.psp.pt,38.764302,-9.12001,237,Ministério da Administração Interna,2528,PSP
BELA VISTA - 38ª Esquadra LX,Esquadra de Polícia,1041,110621,"Rua Ricardo Ornelas, Lote 378  R/C A",1950-331,LISBOA,Sem Horário de Atendimento,218373988,0,http://www.psp.pt,38.752085,-9.124733,237,Ministério da Administração Interna,2528,PSP
PARQUE DAS NAÇÕES - 40ª Esquadra LX,Esquadra de Polícia,1042,110662,"Rua Ilha dos Amores, Lote 43901-J",1990-371,MOSCAVIDE,Atendimento Policial Permanente,218955810,0,http://www.psp.pt,38.782165,-9.095022,237,Ministério da Administração Interna,2528,PSP
BENFICA - 3ª Divisão Policial LX,Divisão de Policia,1043,110608,"Rua André de Resende, s/n",1500-040,LISBOA,Sem Horário de Atendimento,217108200,3div.lisboa@psp.pt,http://www.psp.pt,38.745717,-9.199132,237,Ministério da Administração Interna,2528,PSP
BENFICA - 3ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1044,110608,"Rua André de Resende, s/n",1500-040,LISBOA,Sem Horário de Atendimento,217108274,3eic.lisboa@psp.pt,http://www.psp.pt,38.745717,-9.199132,237,Ministério da Administração Interna,2528,PSP
BENFICA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1045,110608,"Rua André de Resende, s/n",1500-040,LISBOA,Sem Horário de Atendimento,217108200,0,http://www.psp.pt,38.745717,-9.199132,237,Ministério da Administração Interna,2528,PSP
CAMPO GRANDE - 18ª Esquadra LX,Esquadra de Polícia,1046,110654,"Rua Afonso Lopes Vieira, n.º 2 - A",1700-012,LISBOA,Atendimento Policial Permanente,217961834,0,http://www.psp.pt,38.749589,-9.146884,237,Ministério da Administração Interna,2528,PSP
TELHEIRAS - 19ª Esquadra LX,Esquadra de Polícia,1047,110618,"Rua Professor Luís Reis dos Santos, Lote H - 4 R/C",1600-641,LISBOA,Atendimento Policial Permanente,217595604,0,http://www.psp.pt,38.762626,-9.164970,237,Ministério da Administração Interna,2528,PSP
BENFICA - 20ª Esquadra LX,Esquadra de Polícia,1048,110608,"Rua André de Resende, s/n",1500-040,LISBOA,Atendimento Policial Permanente,217108220,0,http://www.psp.pt,38.745467,-9.199575,237,Ministério da Administração Interna,2528,PSP
CAMPOLIDE - 21ª Esquadra LX,Esquadra de Polícia,1049,110610,Rua Marquês da Fronteira - Palácio da Justiça,1098-001,LISBOA,Atendimento Policial Permanente,213858817,0,http://www.psp.pt,38.733006,-9.159147,237,Ministério da Administração Interna,2528,PSP
REGO - 31ª Esquadra LX,Esquadra de Polícia,1050,110657,"Av. Santos Dumont, nº 75 - Rego",1050-203,LISBOA,Atendimento Policial Permanente,217977030,0,http://www.psp.pt,38.739098,-9.156966,237,Ministério da Administração Interna,2528,PSP
BAIRRO DA HORTA NOVA - 32ª Esquadra LX,Esquadra de Polícia,1051,110611,"Rua Alfredo Ferraz, Lote A - 9 - Bairro da Horta Nova",1600-003,LISBOA,Atendimento Policial Permanente,217164339,0,http://www.psp.pt,38.766817,-9.181513,237,Ministério da Administração Interna,2528,PSP
BAIRRO PADRE CRUZ - 36ª Esquadra LX,Esquadra de Polícia,1052,110611,"Rua Professor Miller Guerra, Lote 44 Loja - Bairro Padre Cruz",1600-647,LISBOA,Atendimento Policial Permanente,217164314,0,http://www.psp.pt,38.769619,-9.193306,237,Ministério da Administração Interna,2528,PSP
SERAFINA - 37ª Esquadra LX,Esquadra de Polícia,1053,110610,"Rua Miguel Ângelo de Blasco, n.º 25 - Bairro da Serafina",1070-181,LISBOA,Atendimento Policial Permanente,213858346,0,http://www.psp.pt,38.733504,-9.171572,237,Ministério da Administração Interna,2528,PSP
MUSGUEIRA - 41ª Esquadra LX,Esquadra de Polícia,1054,110618,"Rua Maria José da Guia, n.º 14 B - Bairro da Cruz Vermelha",1750-358,LISBOA,Atendimento Policial Permanente,217595570,0,http://www.psp.pt,38.777889,-9.153178,237,Ministério da Administração Interna,2528,PSP
CARNIDE - 42ª Esquadra LX,Esquadra de Polícia,1055,110611,"Rua Manuela Porto, n.º 14 - A",1500-422,LISBOA,Atendimento Policial Permanente,217144989,0,http://www.psp.pt,38.759125,-9.192197,237,Ministério da Administração Interna,2528,PSP
BAIRRO DA BOAVISTA - 43ª Esquadra LX,Esquadra de Polícia,1056,110608,Largo Rainha D. Leonor - Bairro da Boavista,1500-536,Lisboa,Atendimento Policial Permanente,217606073,0,http://www.psp.pt,38.733271,-9.206201,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - 44ª Esquadra LX,Esquadra de Polícia,1057,110618,"Avenida Maria Helena Vieira da Silva, n.º 48",1750-184,LISBOA,Sem Horário de Atendimento,217501251,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
CENTRO COMERCIAL COLOMBO - LX - Posto de Polícia,Posto de Polícia,1058,110611,Rua Albert Einstein – Porta Norte do C. Com. Colombo,1500-676,LISBOA,Sem Horário de Atendimento,217113501,0,http://www.psp.pt,38.755793,-9.188470,237,Ministério da Administração Interna,2528,PSP
CALVÁRIO - 4ª Divisão Policial LX,Divisão de Policia,1059,110602,"Largo do Calvário, n.º 7",1300-113,LISBOA,Sem Horário de Atendimento,213619600,4div.lisboa@psp.pt,http://www.psp.pt,38.704489,-9.177768,237,Ministério da Administração Interna,2528,PSP
CALVARIO - 4ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1060,110602,"Largo do Calvário, n.º 7",1300-113,LISBOA,Sem Horário de Atendimento,213619600,4eic.lisboa@psp.pt,http://www.psp.pt,38.704419,-9.177759,237,Ministério da Administração Interna,2528,PSP
CALVARIO - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1061,110602,"Largo do Calvário, nº 7",1300-113,LISBOA,Sem Horário de Atendimento,213619600,0,http://www.psp.pt,38.704412,-9.177753,237,Ministério da Administração Interna,2528,PSP
CAMPO DE OURIQUE - 24ª Esquadra LX,Esquadra de Polícia,1062,110659,"Rua Azedo Gneco, n.º 84",1350-039,LISBOA,Atendimento Policial Permanente,213619624,0,http://www.psp.pt,38.715390,-9.167958,237,Ministério da Administração Interna,2528,PSP
BELÉM - 26ª Esquadra LX,Esquadra de Polícia,1063,110658,Praça Afonso de Albuquerque,1300-004,LISBOA,Atendimento Policial Permanente,213619626,0,http://www.psp.pt,38.697342,-9.201610,237,Ministério da Administração Interna,2528,PSP
